subject_id,Country,State/Province,County,Location,Minimum Elevation,Maximum Elevation,Main Dropdown,Latitude ⁰,Latitude ',Latitude '',Longitude ⁰,Longitude ',Longitude '',"Primary Collector (*Last*, *First* *Middle*)",Other Collectors (as written),Collector Number  (numeric only),Collector Number (verbatim),Month #1,Day #1,Year #1,Month #2,Day #2,Year #2,subject_image_name,subject_nybg_bar_code,subject_resolved_name,subject_qr_code
16193555,Malawi,Southern Region,Machinga District,Kangankunde Hill.,823,,meters,15,08,,34,55,,"Kamundi, D. A.",H. D. Chifumbi,357,,11 - November,3,1993,,,,R0000155.JPG,NYBG 3196444,Tylosema fassoglensis,61f5827c-ef77-466d-95a0-6bbb407364c4
16193556,Madagascar,Atsimo-Andrefana,,"Ouest (Confins du Centre): Bassin de la Mananadabo dans le massif d'Analavelona, au Nord du Fiherenana",1000,1300,meters,,,,,,,"Capuron, R.",Service Forestier de Madagascar,22182,22182.SF,12 - December,13,1962,12 - December,15,1962,R0000154.JPG,NYBG 3196443,Bauhinia decandra,622cad0d-a24e-4000-b06b-4e95a1e66cf5
16193558,Ecuador,Loja,,"Sacapalpa-Pampa Bonita, km 1, finca de Senhor José Ochoa.",1500,,meters,4,14,89.9 S,79,28,54.7 W,"Lewis, G. P.",B. Merino & P. Lozano,3286,,5 - May,13,1997,,,,R0000152.JPG,NYBG 3196442,Bauhinia weberbaueri,623adedd-236d-4351-9a65-6f113a7b3cac
16193559,Bolivia (Plurinational State of),La Paz,,"Depto. La Paz, Prov. Iturralde, along Rio Madre de Dios.",140,,meters,12,03 S,,68,11 W,,"Nee, M.",,31700,,9 - September,1,1985,,,,R0000150.JPG,NYBG 3196441,Bauhinia vulpina,624931d3-2cd8-4dc6-80fa-9efe71136ad9
16193560,Peru,Loreto,,Quebrada Cuninico.,,,,,,,,,,"Croat, Thomas B.",,17755,,7 - July,7,1972,,,,R0000145.JPG,NYBG 3196440,Bauhinia tessmannii,62efbec2-b66c-4c24-b73b-5933ef01d12a
16193561,Colombia,Antioquia,Zaragoza,Municipio Zaragoza: Carretera a Zaragoza centre Carralao y Angostura.,70,100,meters,,,,,,,"Fonnegra G., Ramiro",Francisco Javier Roldán,2567,,1 - January,12,1989,,,,R0000139.JPG,NYBG 3196439,Bauhinia stenoloba,6347f746-fc0a-45ee-a126-e946dafb8dab
16193562,Ecuador,Chimborazo,Alausí,Huigra.,1200,,meters,,,,,,,"Asplund, Erik",,15507,,2 - February,21,1955,,,,R0000137.JPG,NYBG 3196438,Bauhinia stenantha,63d3b104-f495-411e-bc8d-74dae8ffafa7
16193564,Venezuela (Bolivarian Republic of),Bolivar,Sifontes,"Norte de Fundo El Conservito. El Callao, via Sta Rita; Municipio: Sifontes.",150,,meters,7,14,,61,46,,"Knab-Vispo, Claudia",,1233,#1233,5 - May,26,2000,,,,R0000135.JPG,NYBG 3196437,Bauhinia siqueiraei,63f8da36-a556-499e-8d62-0b232397309e
16193565,Ecuador,Guayas,Guayaquil,"Bosque Protector Cerro Blanco, 15 Km al oeste de Guayaquil, cerro Mirador de los Monos. Colectado en sendero Canoa.",200,,meters,02,10 S,,79,58 W,,"Rubio, Daniel",W. Palacios,2455,,2 - February,26,1992,,,,R0000134.JPG,NYBG 3196436,Bauhinia seminarioi,64320b29-8426-4f09-bbae-2ca18f72e375
16193566,Guyana,Cuyuni-Mazaruni,,Mazaruni River. Small islands throughout river; 0.51 miles NW of base camp. Gallery forest on mixed brown and white sand.,28,,meters,6,6,32,- 58,54,59.6,"Redden, K.M.","R. Williams, R.S. Williams, L. Williams, E. Boodram",3293,,10 - October,13,2004,,,,R0000133.JPG,NYBG 3196435,Bauhinia scala-simiae,644599d3-1c2c-4150-a26a-291d1df5a1c4
16193567,Venezuela (Bolivarian Republic of),Amazonas,,Mision Rio Mavaca. Selvas riberenas siempre-verdes,~200,230,meters,1,58 N,,65,6 W,,"Stergios, Basil","Manuel Yanez, Leo Nico",15238,,2 - February,6,1991,,,,R0000132.JPG,NYBG 3196434,Bauhinia rutilans,646ab1c0-d705-4128-906f-8f65a3e42674
16193569,Bolivia (Plurinational State of),,,"Arriba de Rurrenabaque 1 1/2 hora subiendo el rio Tuichi. En la orilla del rio, después del encuentro con el rio Beni, al lado del arroyo Aguapolo.",300,,meters,,,,,,,"Beck, St. G.",,18652,,7 - July,12,1990,,,,R0000126.JPG,NYBG 3196433,Bauhinia pterocalyx,64d83506-37c4-46e6-a31f-90b87933c16e
16193570,Bolivia (Plurinational State of),,,"Carretera Caranavi-San Borja, ca. 9 km de Yucumo, Serrania del Pilon Lajas. Bosque tropical intervenido, pisos inferiores de cordillera subandina.",400,,meters,- 15,09 S,,- 67,31 O,,"Smith, D. N.","Valentin Garcia, Edgar Garcia",13964,,2 - February,17,1990,,,,R0000123.JPG,NYBG 3196432,Bauhinia picta,64eb8422-0160-4923-8f50-e547a41d6f8c
16193571,Ecuador,Esmeraldas,Quininde,Esmeraldas: Quininde Canton. Noreste de Las Golondrinas. Sitio La Bella Jungla. Cooperativa Unidos Venceremos.,300,,meters,00,20 N,,79,12 W,,"Palacios, Walter",,11506,,10 - October,8,1993,,,,R0000122.JPG,NYBG 3196431,Bauhinia pichinchensis,64008a35-fade-4653-99ed-4c320a416ae5
16193573,Venezuela (Bolivarian Republic of),Miranda,,"Parque Nacional de Guatopo. Steep slopes bordering Rio Santa Cruz, between Santa Teresa and Altagracia de Orituco, 14.5 kms from Los Alpes, 12 kms. from Rancheria Mi Querencia.",520,,meters,,,,,,,"Steyermark, Julian A.",,89949,,11 - November,23,1961,,,,R0000118.JPG,NYBG 3196430,Bauhinia multinervia,65963057-085a-4972-b7bd-ba75384d7adf
16193574,Argentina,Salta,General José de San Martín,"Salta. Dpto. Gral. J. de San Martin: 2 km al W del rio Itiyuro, por ruta prov. 54, borde del rio.",461,,meters,22,11 S,,63,38 W,,"Fortunato, R.","M. Luckow, R. Neumann, R. Micheli",7590,,3 - March,5,2002,,,,R0000117.JPG,NYBG 3196429,Bauhinia mollis,659e174b-c411-483a-bb1b-5d641b58f367
16193575,Peru,San Martín,Lamas,"San Martín. San Martín. Dtto. Lamas. Carretera Tarapoto-Lamas, ca 6 km de Tarapoto, margen de la carretera",800,800,meters,,,,,,,"Rimachi Y., Manuel",,10288,,9 - September,9,1992,,,,R0000113.JPG,NYBG 3196428,Bauhinia martinensis,65fe59ae-9681-4027-84bb-7d0730abc9de
16193576,Paraguay,,,"Col. Mennonitas, alrededores de Filadelfia, 8 km W de Col. Ferhein, camino a ruta Transchaco.",3,,meters,,,,,,,"Vanni, R.",D. Kurtz,3685,,8 - August,4,1996,,,,R0000108.JPG,NYBG 3196427,Bauhinia hagenbeckii,66549e1b-30cd-46ad-bd9d-e7f2a68b9ee2
16193578,Venezuela (Bolivarian Republic of),Bolivar,Sifontes,"Via Mina Corazon de Jesus, km 19 de la Carretera El Dorado - Gran Sabana. Orilla de la carretera, vegetacion secundaria.",150,,meters,6,30,,- 61,30,,"Knab-Vispo, Claudia",Katrina Bradbury,1273,,6 - June,29,2000,,,,R0000100.JPG,NYBG 3196426,Bauhinia eilertsii,66f632db-f499-4ab8-9933-9be228e79f0f
16193579,Guyana,,,Parabara Village. Path leading down to Kuyuwini river.,244,,meters,2,5,40.6,- 59,14,25.4,"Redden, K. M.","R. Williams, C. Perry & E. Mewsha",3097,,4 - April,15,2004,,,,R0000097.JPG,NYBG 3196425,Bauhinia cupreonitens,6748beb7-1bcf-48cd-a307-fbd493a91dd3
16193580,Bolivia (Plurinational State of),Santa Cruz,Chiquitos,"Southern border of Laguna Cáceres. Las Piedritas, zona militar, 500 m NNE of the plaza central of Puerto Suarez.",80,,meters,18,58,00 S,57,47,30 W,"Frey, R.",P. Bettella & R. Quevedo,497,,5 - May,5,1990,,,,R0000095.JPG,NYBG 3196424,Bauhinia corniculata,67bfa435-5290-4ba7-b55a-595033ff04be
16193581,Bolivia (Plurinational State of),,,"Riberalta. Campos secundarios, arbustivos, alrededor de la Estacion Experiemntal de IBTA.",170,,meters,- 11,00 S,,- 66,04 W,,"Solomon, J. C.",,16723,,5 - May,22,1987,,,,R0000094.JPG,NYBG 3196423,Bauhinia conwayi,6770fc5d-3c98-437b-95f4-b90b07e3d960
16193583,French Guiana,,,Forêt domaniale de Crique Plomb.,120,,meters,5,3 N,,52,55 W,,"Sabatier, D.",Pérez A. & Pélissier R.,4782,,2 - February,11,2003,,,,R0000093.JPG,NYBG 3196422,Bauhinia cinnamomea,67cdce54-788f-46f5-a2cb-afad1cabc66b
16193584,Ecuador,Napo,,"Road construction on the Yuca road, about 3 km from the Auca oil-field road.",250,,meters,- 0,31 S,,- 76,58 W,,"Brandbyge, J.",E. Asanza C. & R. Akkermans,30287,,3 - March,22,1980,,,,R0000090.JPG,NYBG 3196421,Bauhinia brachycalyx,687d163c-c5b9-4b06-81e8-ac61f5805357
16193586,Peru,Piura,Ayabaca,18 km above Puente Tondopa (over Rio Quiroz) on road to Ayabaca.,1700,,meters,,,,,,,"Hutchison, Paul C.",J. Kenneth Wright,6689,,9 - September,24,1964,,,,R0000085.JPG,NYBG 3196420,Bauhinia augustii,68d77969-6a60-4079-be76-8629a04854e4
16193588,Paraguay,Boquerón,,At Projecto Tagua on the road to Fortin Toledo.,100,,meters,22,21,40 S,60,20,52 W,"Luckow, Melissa","Renee Fortunato, Fatima Mereles",4496,,2 - February,18,2002,,,,R0000084.JPG,NYBG 3196419,Bauhinia argentinensis,68de4677-0873-4353-b5e6-babf8cad983c
16193589,Bolivia (Plurinational State of),La Paz,Abel Iturralde,"Los Tacanas. Buena-Vista Tacana. Al lado de la case de J. Serato, en la comunidad de Buena -Vista. [map]",,,,,,,,,,"Serato, Alcides",,00009,AS0009,3 - March,6,1995,,,,R0000079.JPG,NYBG 3196418,Bauhinia acreana,6968e879-b202-455a-964a-9b1c4d8da018
16193590,Costa Rica,Guanacaste,Bagaces,"Provincia de Guanacaste, Canton de Bagaces. Estacion Biologica Palo Verde.",5,,meters,10,21,00 N,85,20,20 W,"Boyle, B.","K. Redden, Vesna Karaman, Ben Van Ee (= Redden 1017)",6484,,7 - July,4,2002,,,,R0000076.JPG,NYBG 3196416,Bauhinia ungulata,6998ef1c-aa0d-46ac-8879-a4260b853bc1
16193592,Mexico,Oaxaca,San Pedro Huamelula,"Distrito Tehuantepec. Ayuta, 1 km N de la desviación en la carretera costera.",55,,meters,15,54,51 N,- 95,51,25 W,"Rivera H., Jaime",S. Salas M. & M. Elorsa C.,2234,,2 - February,22,2000,,,,R0000075.JPG,NYBG 3196415,Bauhinia subrotundifolia,699d4d2e-90ca-4ba6-a3b0-79dbd0641646
16193593,Mexico,Chiapas,La Trinitaria,6 km south of La Trinitaria along Mexican Highway 190.,1350,,meters,,,,,,,"Breedlove, D. E.",J. Strother,46977,,10 - October,26,1980,,,,R0000074.JPG,NYBG 3196414,Bauhinia seleriana,69a06e0f-31fa-477d-9596-105d003b494e
16193595,Panama,,,Canal Zone. Pipeline Road at Rio Frijoles.,,,,,,,,,,"Croat, Thomas B.",,16604,,8 - August,8,1971,,,,R0000073.JPG,NYBG 3196413,Bauhinia reflexa,69b29e0a-c010-4af2-9691-3a680a77eada
16193596,Mexico,Chiapas,Ocosingo,3.8 km al SE de Nuevo Guerrero.,290,,meters,16,58,53 N,91,14,59 W,"Calónico Soto, Jorge","E. Martínez, G. Aguilar, D. Álvarez",23225,,5 - May,5,2002,,,,R0000072.JPG,NYBG 3196412,Bauhinia rubeleruziana,69d40288-0619-4a91-be5b-6801339414b2
16193598,Panama,Panama,Balboa,"Balboa, Canal Zone.",,,,,,,,,,"Standley, Paul C.",,30914,,11 - November,Not Shown,1923,1 - January,Not shown,1924,R0000071.JPG,NYBG 3196411,Bauhinia purpurea,69ddbc7d-9d1c-40fd-9656-c3e66210eeca
16193599,Mexico,Guerrero,,"E side of Acapulco Bay, 3.4 mi. from Diana Circle, then left 0.2 mi. on road up hillside.",,,unknown,,,,,,,"Fryxell, P.",R. Magill,2315,,3 - March,25,1974,,,,R0000070.JPG,NYBG 3196410,Bauhinia pringlei,6a266fc7-6e4d-4cb5-a38a-02fd17800e84
16193600,Panama,Colon,,Rio Guanche; ca. 2.5 km upriver from bridge on road to Portobelo.,,,,,,,,,,"Mori, S.",M. Crosby & J. Denslow,6457,,6 - June,3,1975,,,,R0000069.JPG,NYBG 3196409,Bauhinia petiolata,6a3c0eac-7f59-4035-86a6-46fd5f7b044e
16193601,Mexico,Guerrero,San Marcos,Piedra Grande 11 km al N de San Marcos. Selva baja caducifolia. Suelo amarillo.,280,,meters,,,,,,,"Tenorio L., P.","C. Romero de T. y, J. Miller",3139,,1 - January,31,1983,,,,R0000068.JPG,NYBG 3196408,Bauhinia pes-caprae,6a4f4cf4-b6a4-402d-8261-783cbe8e4877
16193602,Mexico,Chiapas,La Trinitaria,"Montane Rain Forest, 15 km east northeast of Dos Lagos above Santa Elena. Municipio of La Trinitaria.",1000,,meters,,,,,,,"Breedlove, D. E.",,56556,,12 - December,29,1981,,,,R0000066.JPG,NYBG 3196406,Bauhinia pansamalana,6a58aec2-7883-40da-9fcd-43d804ca99d8
16193604,Mexico,Nuevo León,,"Tinaja verde. Zaragoza, N.L.",1275,,meters,,,,,,,"Hinton, G. B.",,24323,,6 - June,5,1994,,,,R0000063.JPG,NYBG 3196404,Bauhinia macranthera,6a7f0824-15d8-46c4-a476-7ff4fbf311be
16193605,Mexico,Veracruz,Emiliano Zapata,"Plan del Río, municipio de Dos Ríos.",300,,meters,,,,,,,"Ventura A., F.",,5787,,7 - July,22,1972,,,,R0000061.JPG,NYBG 3196402,Bauhinia jucunda,6ac5b198-0a0b-44a0-8716-cab63e0945d2
16193606,Mexico,Quintana Roo,,Hwy. 307 2 km. south of turnoff to Puerto Morelos.,0,,meters,20,50 N,,86,54 W,,"Snow, Neil",A. T. Whittemore & A. McDonald,208,,3 - March,24,1986,,,,R0000060.JPG,NYBG 3196401,Bauhinia jenningsii,6ad6bfda-890d-4888-aa08-4ce73238590b
16193607,Panama,,Arraijan,Secondary tropical moist forest along road. 6 km SW of Arraijan along old road to Bique.,40,50,meters,,,,,,,"Nee, M.",,6899,,9 - September,11,1973,,,,R0000059.JPG,NYBG 3196400,Bauhinia hymenaeifolia,6afe31cc-5f5c-42b6-b140-b2f278ba9f8a
16193609,Mexico,Yucatán,Tekax,"A 0.3 km al S de Dos Aguadas, a 2.2 km al S de Sudzal Chico.",55,,meters,19,41,29 N,89,6,36 W,"Martinez S., E.","C. H. Ramos, D. Álvarez y G. Aguilar",37266,,1 - January,16,2005,,,,R0000058.JPG,NYBG 3196399,Bauhinia herrerae,6b14f1f0-39df-435c-a75d-ffc243a547a5
16193610,Costa Rica,Heredia,Sarapiquí,Estación Biológica La Selva. CEN trail at 250 marker.,50,,meters,10,26,00 N,84,00,30 W,"Boyle, B.","K. Redden, Vesna Karaman and Daniel Fulop",6722,6722 (= Redden 1024),6 - June,25,2002,,,,R0000057.JPG,NYBG 3196398,Bauhinia guianensis,6b177c17-30d2-476c-a514-8a06527740b8
16193611,Honduras, Atlántida,Tela,Lancetilla Experiment Station. [Cultivated: Indigenous to Africa.],,,,,,,,,,"Yuncker, T. G.",,4703,,7 - July,22,1934,,,,R0000056.JPG,NYBG 3196397,Bauhinia galpinii,6b1bfe8e-385d-4b62-b23c-e6ed7d03545b
16193612,Mexico,Yucatán,Tekax,"Municipio: Tekax. 14.5 km del desvío hacia Becanchén, carretera Tekax a Tzucacab.",,,,20,00,10 N,89,10,00 W,"Durán, R.",C. Espadas y P. Simá,2985,,3 - March,14,1998,,,,R0000055.JPG,NYBG 3196396,Bauhinia erythrocalyx,6b1c11a9-ecc5-4398-9830-335c93c5376d
16193615,Mexico,Oaxaca,Concepción Buenavista,Coixtlahuaca. Km 101.5 de la carretera Tehuacán-Oaxaca (cuota).,1400,,meters,18,04,30.0,97,21,09.1,"Panero, Jose L.","Ismael Calzada, Curtis C. Clevinger",6151,,9 - September,30,1995,,,,R0000054.JPG,NYBG 3196395,Bauhinia deserti,6b22b07f-d5db-4b56-b32d-dfb16c3fd3c8
16193616,Mexico,Hidalgo,,"Between Zimapan and Jacala, 12 km S of Jacala at K87.",6000,6000,feet,,,,,,,"Fryxell, P.",D. Bates,2187,,10 - October,29,1972,,,,R0000053.JPG,NYBG 3196394,Bauhinia coulteri,6b24a9ad-0276-49ad-b2d3-2c635ded82b4
16193617,Costa Rica,San José,Puriscal,Cuenca del Pirris-Damas. Entre Alto Palma y Salitrales.,800,,meters,9,45,40 N,84,23,50 W,"Rodríguez, Alex.",L. D. Vargas & V. H. Ramírez,3344,,4 - April,30,1998,,,,R0000052.JPG,NYBG 3196393,Bauhinia cookii,6b3000f4-dfc1-4ac0-81b0-ee53e7b39e31
16193618,Mexico,Querétaro,Landa de Matamoros,Municipio: Landa de Matamoros. 1.7-2.6 km (en linea recta) y 7.5-9 km (por brecha) al NE de El Humo por el camino a Neblinas.,1060,1120,meters,21,14 N,,99,05 W,,"Carrillo-Reyes, P.",V. W. Steinmann,5523,,3 - March,13,2009,,,,R0000051.JPG,NYBG 3196392,Bauhinia chapulhuacania,6b5f1f10-b6a4-400f-ab0e-4790ab2db11e
16193620,Panama,Guna Yala,,Comarca de San Blas. Pemasky. Sendero Nusagandi. Km 18 de la carretera Llano-Cartí.,350,,meters,9,20 N,,- 78,58 O,,"Galdames, C.","E. Montenegro, C. Chung",1306,,7 - July,4,1994,,,,R0000050.JPG,NYBG 3196391,Bauhinia beguinotii,6b628a0f-db4b-4632-a168-1a976e8969fb
16193621,Mexico,Sinaloa,,"Cerro Llano Redondo, West of Caymanero. Basaltic cerro slope. Thorn forest.",50,500,feet,,,,,,,"Gentry, Howard Scott",,7018,,4 - April,25,1944,,,,R0000048.JPG,NYBG 3196389,Bauhinia andrieuxii,6ba3a718-b63c-4f36-91f6-9d8d0be7a94a
16193622,United States of America,Florida,Lee,"The Luckey garden, Fort Myers.",,,,,,,,,,"Brumbach, W. C.",,8099,,11 - November,16,1972,,,,R0000046.JPG,NYBG 3196387,Bauhinia tomentosa,6bde047d-9d79-4d83-8ae6-ecb461a21e5f
16193623,Mexico,Coahuila,,SE of Cuatrocienegas on Road to San Pedro de las Colonias.,3340,,feet,,,,,,,"Mittleman, Marc",Rodaney Engard,28,M 28,6 - June,24,1979,,,,R0000045.JPG,NYBG 3196386,Bauhinia ramosissima,6bf61c80-778b-4b73-8216-3dbb5b9a9367
16193625,United States of America,Florida,Miami-Dade,Cultivated at USDA Plant Introduction Station. PI 234396,,,,,,,,,,"Gillis, William T.",,9559,,1 - January,22,1971,,,,R0000044.JPG,NYBG 3196385,Bauhinia racemosa,6c8d3411-f103-46d6-a5b1-7cb7fe9cb9ee
16193626,United States of America,Florida,Miami-Dade,Chapman Field. [Cultivated],,,,,,,,,,"Ledin, R. Bruce",,,s.n.,10 - October,29,1951,,,,R0000043.JPG,NYBG 3196384,Bauhinia forficata,6c165df7-483e-4bf1-ace9-815c90abe3f3
16193627,Jamaica,,Middlesex,"Middlesex county, St. Ann Parish. Mt. Diablo.",,,,,,,,,,"Hunnewell, F. W.",,15273,"15,273",1 - January,29,1938,,,,R0000042.JPG,NYBG 3196383,Bauhinia divaricata,6b77145d-73a0-4105-be9f-3359dca43118
16193628,United States of America,Florida,Lee,"The Edison Estate Gardens, Fort Myers.",,,,,,,,,,"Brumbach, W. C.",,9204,,4 - April,4,1977,,,,R0000041.JPG,NYBG 3196382,Bauhinia corymbosa,6c2ef022-a509-47d8-a236-989f2a8d2356
16193630,Madagascar,,,"Province Tulear. R. N. 7, 20.7 km E of Tulear. E of the ""Table"".",,,,,,,,,,"Dorr, L. J.","L. C. Barnett, A. Rakotozafy, M. R. Cheek & N. Razafimalala",4145,,3 - March,25,1985,,,,R0000038.JPG,NYBG 3196381,Baudouinia rouxevillei,6cb11d69-8a7d-4b76-8d03-0b5e46746afd
16193631,Madagascar,Toamasina,,"Brickaville, District. Hotel Pangalan on Lake Ampitabe, west of Andranokoditra.",,,,18,35 S,,49,14 E,,"Pell, S. K.","J. D. Mitchell, A. Randrianasolo",619,,1 - January,9,2003,,,,R0000037.JPG,NYBG 3196380,Baudouinia louvelii,6cd298e0-e0b4-4b80-9783-d20173d1f3e4
16193632,Madagascar,Toliara,,About 17 road km from Tulear (Toliara) on Route Nationale 7 on way to Andranovory or (ca. 8.5 km past airport).,90,,meters,23,23 S,43,43,49 E,,"Zarucchi, James L.","Etienne Rakotobe, Sylvain Georges Razafimandrimbison & Amy Pool",7561,,6 - June,8,1991,,,,R0000036.JPG,NYBG 3196379,Baudouinia fluggeiformis,6cd665c8-3c9d-4e25-a483-5a64c468fdcc
16193633,Colombia,Amazonas,,Rio Apaporis: Soratama (above mouth of Rio Kananari) and vicinity.,~900,,feet,0,5 N,,70,40 W,,"Schultes, Richard Evans",Isidoro Cabrera,19591,,6 - June,Not Shown,1952,,,,R0000035.JPG,NYBG 3196378,Batesia floribunda,6d2685f8-da7e-4b95-9a8f-153c156918ce
16193635,Chile,,,"(III). Quebrada de Algarrobal, N de Yallenar.",,,,28,09 S,,70,22 W,,"Teillier, S.",,906,,10 - October,7,1987,,,,R0000033.JPG,NYBG 3196377,Balsamocarpon brevifolium,6d2a9e25-fc46-45e1-b2d2-fe1a556f1903
16193636,Congo (Democratic Republic of the),Equateur,,Environs de Coquilhatville.,,,,,,,,,,Robyns,,570,,Not Shown,Not Shown,1925,,,,R0000032.JPG,NYBG 3196376,Baikiaea robynsii,6d3839ff-09b5-45b1-a7f2-9df35bd4e13a
16193637,Zimbabwe,Matabeleland North,Lupane,Near Amandundumela R. On Kalahari Sand. Gwaai Forest Reserve.,1040,,meters,,,,,,,Forestry Officer,,,,1 - January,15,1976,,,,R0000031.JPG,NYBG 3196375,Baikiaea plurijuga,6d3ae322-5b57-4d32-82ad-cfdcafc175a7
16193638,Congo (Democratic Republic of the),,,Yangambi.,,,,,,,,,,"Louis, Jean",,3464,,3 - March,9,1937,,,,R0000030.JPG,NYBG 3196374,Baikiaea insignis,6d43e9e4-284d-4cf9-adca-50b3c7e281a8
16193639,Gabon,Ogooué-Ivindo,,South of Ayem; western border of Lopé-Okanda Reserve; along roads of SEEF chantier.,200,,meters,0,25 S,,11,30 E,,"McPherson, Gordon",,15678,,12 - December,27,1991,,,,R0000029.JPG,NYBG 3196373,Augouardia letestui,6d4af142-027b-4170-a05f-52219983ccb4
16193641,Haiti,Nord-Ouest,,"Presqu'ile Nord-Ouest: 5.5 km al nordeste de Mole St.Nicolas en la carretera coestera a Jean-Rabel: segunda terraza sobre el nivel del mar, roca calcarea, matorral medio espinoso.",40,,meters,19,50 N,,- 73,21 O,,"Zanoni, T.","M. Mejía, J. Pimentel",33536,,2 - February,3,1985,,,,R0000028.JPG,NYBG 3196372,Arcoa gonavensis,6da012a2-d7d7-4024-9e7d-e957681f268a
16193642,Ghana,Western,,Ankasa Forest Reserve.,,,,,,,,,,"Enti, A. A.",P. K. Awnah,1087,R1087,,6,1973,,,,R0000024.JPG,NYBG 3196371,Anthonotha vignei,6e09db88-5f4b-4326-9234-22ccd751e0b4
16193643,Gabon,,,Ca. 50 km SW of Doussala.,,,,2,36 S,,10,35 E,,"Reitsma, J. M.",B. Reitsma,1353,,8 - August,22,1985,,,,R0000023.JPG,NYBG 3196370,Anthonotha pynaertii,6e0e2be0-cd44-4fbf-994b-4008f179edc3
16193644,Cameroon,Sud-Ouest,Fako,Bakingili. Along seashore and slightly inland.,0,,meters,4,04 N,,9,02 E,,"Thompson, Sue A.",John E. Rawlins,1346,,6 - June,7,1984,7 - July,16,1984,R0000022.JPG,NYBG 3196369,Anthonotha macrophylla,6e1ef0fd-0166-42d4-9dba-75969f5b1337
16193645,Cameroon,,,Near Barombi Koto Village.,200,,meters,4,25 N,,9,25 E,,"Mambo, Peter",Duncan Thomas,82,,6 - June,25,1986,6 - June,28,1986,R0000021.JPG,NYBG 3196368,Anthonotha leptorrhachis,6e4667dc-81ab-4b3e-beab-1ac0a98c27de
16193646,Congo (Democratic Republic of the),,Kalehe,"Vers Km 110 route Kavumu - Walikale; Irangi, réserve IRSAC.",850,900,meters,,,,,,,"Troupin, G.",,5489,,12 - December,28,1957,,,,R0000020.JPG,NYBG 3196367,Anthonotha gilletii,6e5d49b4-8240-47d1-ae8e-b7ed63c3e505
16193647,Cameroon,Southwest,,"Weme Village, Kumba Mamfe Road.",500,,meters,05,04 N,,09,24 E,,"Nemba, J.",P. Mambo & D. W. Thomas,581,,7 - July,17,1987,,,,R0000019.JPG,NYBG 3196366,Anthonotha fragrans,6e678441-3d58-46d6-9469-b2f1f29ef9b3
16193648,Liberia,,Margibi,Near Kakata.,,,,,,,,,,"Jansen, J. W. A.",,1694,,1 - January,14,1970,,,,R0000018.JPG,NYBG 3196365,Anthonotha crassifolia,6e777fef-98d2-466d-ace2-f83861ae3673
16193649,Jamaica,,Saint Thomas,Bath Botanic Garden. [Cultivated],100,250,feet,,,,,,,"Yuncker, T. G.",,18056,"18,056",1 - January,25,1958,,,,R0000015.JPG,NYBG 3196363,Amherstia nobilis,6ebc3e35-da4e-48a1-a737-af6302a372bf
16193651,Ghana,Ashanti,,Sekyere. Bobiri Forest Reserve.,,,,6,38 N,,1,17 W,,"Kisseadoo, S.",,44,,11 - November,10,1988,,,,R0000014.JPG,NYBG 3196362,Amphimas pterocarpoides,6ecc77a7-511b-4184-87cd-d75f57c6527f
16193652,Cameroon,,Meme,Kumba.,170,,meters,04,37 N,,09,26 E,,"Nemba, J.",D. W. Thomas,477,,1 - January,Not Shown,1987,6 - June,Not shown,1987,R0000013.JPG,NYBG 3196361,Amphimas ferrugineus,6ed0baaa-60fe-4467-9ade-017ba00832b5
16193653,Philippines,Laguna,Los Baños,"Los Banos, Luzon.",,,,,,,,,,,,862,,3 - March,Not Shown,1915,,,,R0000012.JPG,NYBG 3196360,Afzelia rhomboidea,6eeeed0c-0dbe-494f-88b5-47c63391b3e8
16193654,Indonesia,,,Hort. Bogor. Java. [Cultivated],,,,,,,,,,,,32,"I, B, 32",Not Shown,Not Shown,1903,,,,R0000011.JPG,NYBG 3196359,Afzelia javanica,6ef202b8-d973-477d-a597-19d5f5d1ebfa
16193655,India,Uttarakhand,Dehradun,F.R.I. New Forest. Dehra Dun. Cultiv.,,,,,,,,,,"Raizada, M. B.",,,,5 - May,Not Shown,1950,,,,R0000010.JPG,NYBG 3196358,Afzelia martabanica,6f0d917f-82d3-4c53-bd22-29d7007b1121
16193656,Thailand,Saraburi,,Pukae Botanical Garden.,50,,meters,14,30 N,,101 E,,,"Soejarto, D. D.","K. Taylor, N. Nantasan",5866,,4 - April,1,1987,,,,R0000009.JPG,NYBG 3196357,Afzelia xylocarpa,6f2982de-88a8-4e40-bb06-2876dddd1297
16193657,Liberia,Grand Bassa,Grand Bassa,across Cess River from River Cess.,,,,,,,,,,"Baldwin, J. T. (Jr.)",,11266,,3 - March,9,1948,,,,R0000007.JPG,NYBG 3196356,Afzelia bracteata,6f361e6b-2f53-48d6-a16d-d908ddf435a4
16193658,Cameroon,,,16 km. on the recently reconstructed road from Ebolowa to Minkok.,,,,2,58,,11,17,,"de Wilde, J. J. F. E.",,8033,,3 - March,7,1975,,,,R0000006.JPG,NYBG 3196355,Afzelia bipindensis,6f4fb116-ff4f-4f3e-b8df-c9628851546e
16193660,Madagascar,,,"Analalava, west of Foulpointe.",,,,,,,,,,"Dorr, L. J.",L. C. Barnett,3414,,12 - December,13,1984,,,,R0000005.JPG,NYBG 3196354,Intsia bijuga,6f5bc099-ff55-4740-8a2f-e63466b47892
