subject_id,Country,State/Province,County,Location,Minimum Elevation,Maximum Elevation,Main Dropdown,Latitude ⁰,Latitude ',Latitude '',Longitude ⁰,Longitude ',Longitude '',"Primary Collector (*Last*, *First* *Middle*)",Other Collectors (as written),Collector Number  (numeric only),Collector Number (verbatim),Month #1,Day #1,Year #1,Month #2,Day #2,Year #2,subject_image_name,subject_nybg_bar_code,subject_resolved_name,subject_qr_code
16193661,Equatorial Guinea,Littoral,,"Bata-Asonga-Ngolo: Estrada nova que parte de Asonga-Ngolo, Ao km. Bosque secondario, zona pantanosa",,,,,,,,,,Carvalho,,5157,,7 - July,13,1992,,,,R0000004.JPG,NYBG 3196353,Afzelia bella,6f66cc88-3583-4e9b-97ea-03b1d681def8
16193662,Central African Republic,Bamingui-Bangoran,,Park Manovo-Gounda-St. Floris. Vicinity of Camp Koumbala.,600,,meters,08,29 N,,21,12 E,,"Fay, J. M.",8068,8068,,5 - May,25,1987,,,,R0000003.JPG,NYBG 3196352,Afzelia africana,6f93bea8-43f4-45ad-95f5-ecad63f13037
16193663,India,Maharashtra,,Dhoni.,,,,,,,,,,"Duby, S. L.",,50,,1 - January,Not Shown,1930,,,,R0000001.JPG,NYBG 3196351,Acrocarpus fraxinifolius,6fcdf583-e9bb-4764-84de-f277cc6ec6b7
16193664,Mexico,Michoacán,Lázaro Cárdenas,"Aprox. 19 km al N de Playa Azul y a 4 km al N de San Juan Bosco, carr. Playa Azul-Arteaga-Uruapan. Mpio. Lázaro Cárdenas.",191,,meters,18,06,02.3 N,- 102,17,21.0 O,"Soto N., José C.",,20178,,6 - June,21,2012,,,,R0000322.JPG,NYBG 3147484,Caesalpinia platyloba,4b31f7a9-bf2f-4691-8497-70ea100aa849
16193666,Mexico,Michoacán,,"En el libramiento, aprox. 0.3 km al SE de la gasoliniera, al S del centro del poblado, en la orilla de la carretera que va a Huetamo. Mpio. Churumuco. Veg. aledana al poblado: selva baja caducifolia perturbada. Lomas de poca pendiente, suelo arenoso.",219,,meters,18,39,45 N,- 101,39,22 O,"Soto, N., José C.",,20181,,6 - June,22,2012,,,,R0000331.JPG,NYBG 3147481,Caesalpinia velutina,4d2ce517-f99a-48c4-885f-7c7510b1b918
16193667,Haiti,Sud,,"Bonne Fin, ~ 1 km NW of town, short hike off main road up a hillside.",495,500,meters,18.395766 N,,,-73.613883 W,,,"Jestrow, B.","W. Cinea, A. Franck, V. Logiste & F. Pierre",43,2017-H-43,1 - January,17,2017,,,,R0000935.JPG,NYBG 3146047,Haematoxylum campechianum,70e77418-683c-4d5e-8470-7f04591089c7
16193668,United States of America,Florida,Hillsborough,"Along Tampa Bay, ca. 0.1 km from the water, ca. 4 km N of Apollo Beach. [map]",7,10,meters,27,48,23 N,82,24,31 W,"Franck, Alan R.",Sherri Wilson,3664,,11 - November,12,2014,,,,R0001206.JPG,NYBG 3146033,Senna atomaria,90771320-8f58-4c8b-acdd-00d4a39dff37
16193669,Unknown Country,,,"D.-Ost-Afrika, Landschaft",,,,,,,,,,"Peter, A.",,49585,,Not Shown,Not Shown,Not Shown,,,,R0000873.JPG,NYBG 3107037,Englerodendron usambarense,9ca06470-51f7-4f68-a0ec-299192fe06f4
16193670,Venezuela (Bolivarian Republic of),Amazonas,,"Laja Catalina, west side of black-water Rio Temi, 5 km NNW (air distance) from Yavita.",110,,meters,02,57,53 N,67,27,26 W,"Berry, Paul E.","Gustavo A. Romero, Lois Brako",6104,,3 - March,9,1996,,,,R0000940.JPG,NYBG 3082686,Heterostemon conjugatus,708276ff-b8f1-4851-8f24-7cbf1ce02780
16193672,Guyana,Upper Demerara-Berbice,,"Mabura region, Central Demerara compartment, main road to Pibiri.",,,,5,20 N,,- 58,30 W,,"Ek, R.C.","M. Williams, A. Williams",614,,11 - November,30,1992,,,,R0001121.JPG,NYBG 3082679,Paloue riparia,833fa966-895f-4935-bda9-0dd6a433e2eb
16193673,Guyana,Upper Takutu-Upper Essequibo,,"Sipu River, area near camp.",240,,meters,01,25 N,,58,57 W,,"Clarke, D.",R. Williams & C. Perry,7687,,9 - September,11,1998,,,,R0001120.JPG,NYBG 3082674,Paloue induta,8342eaf3-be2c-4385-90f8-d13050ffa97a
16193674,Brazil,Amazonas,Manaus,"Reserva Florestal Ducke, Manaus-Itacoatiara, km 26. Igarapé do Ginga. Floresta de Vertente.",,,,02,53 S,,59,58 W,,"Sothers, C. A.","Souza, M. A. D. de; Pereria, E. da C.; Silva, C. F. da",672,,11 - November,8,1995,,,,R0000870.JPG,NYBG 3082666,Elizabetha speciosa,9c7ece7c-83bd-43f6-b15a-668d7bd9a354
16193675,Brazil,Pará,Almeirim,"Mt. Dourado, Gleba Pacanari.",,,,0,40 S,,52,35 W,,"Pires, M. J.",N. T. Silva,1954,,1 - January,20,1988,,,,R0000868.JPG,NYBG 3082657,Elizabetha paraensis,9fad161f-f527-42ef-8edf-4c60a64eb23d
16193676,Nicaragua,Río San Juan,,"Sobre la carretera de Río San Juan, cerca del poblado de La Azucena.",100,,meters,11,08,55 N,084,38,24 W,"Quezada B., J. B.",,279,B. 279,4 - April,11,2013,,,,R0000405.JPG,NYBG 3075974,Cassia moschata,4767a7bf-9a58-44f5-93d6-cd92ef81b471
16193677,Nicaragua,Madriz,,"Somoto, pasando por los poblados de San Lucas, Las Sabanas y San José de Cusmapa.",900,1200,meters,13,16 N,,086,39 W,,"Coronado G., I.",R. M. Rueda,3420,,9 - September,15,2006,,,,R0000314.JPG,NYBG 3075971,Caesalpinia nicaraguensis,4ec07751-ea7d-4b8b-bee4-8254a8eb26f0
16193678,Guyana,Cuyuni-Mazaruni,,Kamakusa; Mazaruni River; 200 meters from river at base camp.,78,,meters,5,55,26 N,59,54,09 W,"Redden, K. M.","R. Williams, R. S. Williams, L. Williams and E. Boodram",3194,,9 - September,28,2004,,,,R0000941.JPG,NYBG 3075909,Heterostemon ingifolius,707ad2ea-7fa4-452d-b808-d23546c158f9
16193679,Guinea,Nzérékoré,Lola,"Forestiere Prov. Nimba Mountains, SMFG iron mining concession. Forested slopes of Gouan Valley.",1230,,meters,07,40,33 N,008,22,23 W,"McPherson, Gordon",Jean-Yves Serein,21410,,9 - September,26,2011,,,,R0000800.JPG,NYBG 3075304,Dialium aubrevillei,a3d052cb-5775-4250-91c6-1b155fc5d148
16193681,United States of America,Texas,Nueces,"9.3 mi NNE of Banquete, 0.1 mi W of Nueces River, 0.7 mi E of its crossing by route 666.",,,,27.93607 N,,,97.76479 W,,,"Naczi, Robert F. C.",,16780,,5 - May,1,2017,,,,R0001124.JPG,NYBG 3032497,Parkinsonia aculeata,8250b79d-38f0-4755-b92c-73e1374048e9
16193682,Venezuela (Bolivarian Republic of),Amazonas,,"Guiana Shield. Amazonas, 19 - Rio Yatuá",96,,meters,1,18,08 N,66,06,59 W,"Redden, K. M.","R. Williams, W. A. Díaz, O. León, O. Santaella, D. Garcia and A. Garcia",3600,,2 - February,6,2005,,,,R0000939.JPG,NYBG 2913150,Heterostemon ellipticus,708dce5d-e839-4854-a256-0a7e7598835d
16193683,Suriname,Sipaliwini,,"Sipaliwini R., 0-1 km downstream from Kwamalasamutu village.",213,,meters,2,22,31 N,- 56,46,31 W,"Hoffman, B.",,5924,,6 - June,17,2004,,,,R0001122.JPG,NYBG 2913147,Paloveopsis emarginata,82d28710-ec3b-4275-8d35-83c85c0bf9eb
16193684,Guyana,Cuyuni-Mazaruni,,Kamakusa; Mazaruni River; 0.60 miles SE of base camp.,105,,meters,5,55,09 N,- 59,53,42 W,"Redden, K. M.","R. Williams, R.S. Williams, L. Williams, E. Boodram",3203,,9 - September,28,2004,,,,R0000942.JPG,NYBG 2913004,Heterostemon mazarunensis,70705c5d-f8e5-415d-82ca-96e91de682cc
16193685,Brazil,Rio de Janeiro,Rio de Janeiro,"Rio de Janeiro, Rio de Janeiro. Jardim Botanico de Rio de Janeiro, Secao XV. Canteuiro C.",,,,,,,,,,,,283217,RB 283217,11 - November,21,1984,,,,R0001140.JPG,NYBG 2861566,Peltogyne lecointei,8179fe9c-2052-47e1-ae92-5f92718fa0b1
16193686,Brazil,Rio de Janeiro,Iguaba Grande,"Rio de Janeiro (RJ), Iguaba Grande. BR 106.",,,,22,50,59 S,42,11,43 W,"Quintanilha, L.",A. Lobão; A. Pereira; N. Naveira,85,,6 - June,2,2012,,,,R0001156.JPG,NYBG 2730689,Phanera microstachya,95113fc0-f5a5-4b11-b322-749077e38fa0
16193688,United States of America,Texas,Maverick,limestone hills 1 mile N of Quemado,,,,,,,,,,"Correll, D. S.",R. C. Rollins,32584,,4 - April,21,1966,,,,R0000946.JPG,NYBG 2725631,Hoffmannseggia oxycarpa,7054dd40-edd3-468b-a159-dee6bff376b6
16193689,United States of America,Arizona,Maricopa,Along Hwy 87; 5mi So of Sunflower NCai Sycamore Creek.,,,,,,,,,,"Higgins, L.",,20781,,8 - August,7,1999,,,,R0000945.JPG,NYBG 2725353,Hoffmannseggia glauca,705a64cd-d476-43fe-acdf-8a72bc152f11
16193690,United States of America,Illinois,Du Page,"The Morton Arboretum, 1 mi. N of Lisle, E side of grounds, SE corner of library, plant from Naperville Nurseries, IL.,. In garden.",,,,,,,,,,"Leidner, S.",,8435,,4 - April,7,1999,,,,R0000933.JPG,NYBG 2725328,Gymnocladus dioica,95b25043-e82d-4244-b345-13b661d1537a
16193691,United States of America,Arizona,Gila,Boyce Thompson Arboretum.,,,,,,,,,,"Lehto, Elinor",,4232,L4232,10 - October,23,1964,,,,R0000911.JPG,NYBG 2725027,Gleditsia sinensis,983c7ef4-1254-419a-abfe-2ce04f47a20c
16193693,Mexico,Chihuahua,,"Ejido San Jose, East of Hwy. 45 5 km. between Jiminez and Camargo.",,,,,,,,,,"Mittleman, Marc",Rodney Engard,1,M1,6 - June,23,1979,,,,R0000293.JPG,NYBG 2724532,Caesalpinia sessilifolia,50cb6e50-4ea5-431d-89f0-41c0df630834
16193694,United States of America,Florida,Monroe,Big Pine Key.,,,,,,,,,,"Brumbach, W. C.",,9419,,11 - November,18,1978,,,,R0000289.JPG,NYBG 2724512,Caesalpinia pauciflora,514fa085-c06e-4798-b43b-4fbab360861b
16193695,United States of America,Florida,Miami-Dade,"Fairchild Tropical Garden. FG4566. Plot 10. Rec'd 7/10/56 from Ralph Humes, coll. in Tobago (?). Native to Venezuela. ""Quebrahacha."".",,,,,,,,,,"Watson, Jim",,1488,,7 - July,27,1983,,,,R0000288.JPG,NYBG 2724508,Caesalpinia punctata,51668bf9-3440-49d7-9491-aabbca3cc2c9
16193696,United States of America,Arizona,Maricopa,"Tempe, AZ; backyard at 9308 S. Margo Drive. In garden.",366,,meters,33,19.7,,- 111,57.67,,"Landrum, L. R.",,9356,,10 - October,4,1998,,,,R0000287.JPG,NYBG 2724500,Caesalpinia mexicana,51507ba5-06ca-4f28-812d-febd29737313
16193698,United States of America,New Mexico,Luna,32 mi. NE of Deming on Hwy. 26.,,,,,,,,,,"Shultz, Leila M.",John S. Shultz,1335,,8 - August,30,1974,,,,R0000285.JPG,NYBG 2724460,Caesalpinia gilliesii,51aa8738-af30-41d7-830f-d0c880601fd9
16193699,United States of America,Florida,Lee,Ft. Myers,,,,,,,,,,"Small, J. K.",,,,3 - March,Not Shown,1928,,,,R0000283.JPG,NYBG 2724452,Caesalpinia crista,51e4390c-9160-4c32-a02a-8397a08dc7f2
16193700,United States of America,Texas,Zapata,"Rt. 3169, about 9.5 mi. from the turn at San Ignacio.",,,,27,6.959,,- 99,18.745 W,,"Simpson, B. B.",,3,1-IV-01-3,5 - May,1,2001,,,,R0000282.JPG,NYBG 2724451,Caesalpinia caudata,529eb27b-f97a-48d1-b701-609cfbbf4be5
16193701,United States of America,Arizona,Maricopa,"Desert Botanical Garden, Phoenix, cultivated.
(Sierra de Alamos - introduced and escaped - H.S. Gentry, Sonora, Mexico).",,,,,,,,,,"Rice, Wendy J.",,,,12 - December,5,1978,,,,R0000281.JPG,NYBG 2724438,Caesalpinia cacalaco,52cd0217-df6e-4a5d-9445-633ad80e2bec
16193702,United States of America,Florida,Lee,"Ca 1 mile west of bridge to Sanibel Island, state #867.",,,,,,,,,,"Isely, Duane",Isabelle Isely,10990,,4 - April,11,1971,,,,R0000280.JPG,NYBG 2724397,Caesalpinia bonduc,52f4a55e-72bd-4cf3-8760-7498015a585d
16193704,Brazil,Rio de Janeiro,São Pedro de Aldeia,"Estado do Rio de Janeiro, Municipio de Sao Pedro da Aldeia, Serra de Sapiatiba, mata de encosta, 280-300 m.s.m. Floresta Estacional Semidecidua.",280,300,meters,,,,,,,"Farney, C.","J. C. Gomes, G. S. Z. Resende",4451,,12 - December,3,2001,,,,R0001134.JPG,NYBG 2711709,Peltogyne discolor,80f94d85-4f37-4f35-ae11-73145c20f061
16193705,Brazil,Minas Gerais,Diamantina,"Minas Gerais. Diamantina: Estrada Diamantima-Conselheiro Mata (MG 220), 21 km da estrada Diamantina-Datas (BR 367).",1221,,meters,18,17,41.9 S,43,50,49.2 W,"Cota, M. M. T.",J. Lovo & R. Mello-Silva,679,,1 - January,15,2014,,,,R0000481.JPG,NYBG 2707954,Chamaecrista adenophylla,3ed54fef-9515-4e79-bd8d-a67a47c04ac1
16193707,Brazil,Minas Gerais,Diamantina,"Diamantina: Estrada vicinal para a cachoeira Telésforo, cerca de 10 km da estrada de Diamantina-Conselheiro Mata (MG 220).",950,,meters,18,12,18 S,43,56,49 W,"Cota, M. M. T.",L. P. Canuto & R. A. Monteiro,680,,3 - March,16,2014,,,,R0000649.JPG,NYBG 2707953,Chamaecrista simplifacta,1bd8361e-99a9-4e67-8b4c-bfe958ccb4e7
16193708,Brazil,Minas Gerais,Diamantina,"Estrada Sopa-Sao Joao de Chapada, 1.6 km alem da igreja de Sopa. Campo rupestre muito alterado",1293,,meters,- 18,12,48.9 S,- 43,42,15.6 W,"Cota, M. M. T.",J. Lovo & R. Mello-Silva,671,,1 - January,14,2014,,,,R0000589.JPG,NYBG 2707800,Chamaecrista lamprosperma,3462d6bd-d3c0-48b2-b8bc-3638ad6c1169
16193709,Brazil,Minas Gerais,,"Itacambira: Rodovia de Guaraciama-Itacambira (MG 308), próximo ao km 79.",1267,,meters,16,59,18.2 S,43,20,37.7 W,"Cota, M. M. T.",P. M. Gonella & C. M. Siniscalchi,728,,9 - September,1,2014,,,,R0000664.JPG,NYBG 2707789,Chamaecrista tragacanthoides,1d00c741-b6a2-45f5-aec6-7654318f5196
16193710,Brazil,Minas Gerais,,"Itacambira: Rodovia de Guaraciama-Itacambira (MG 308), próximo ao km 79.",1265,,meters,16,59,18.2 S,43,20,37.7 W,"Cota, M. M. T.",P. M. Gonella & C. M. Siniscalchi,726,,9 - September,1,2014,,,,R0000498.JPG,NYBG 2707788,Chamaecrista aurivilla,3806d438-21e4-4f85-ab54-e2f47093cf27
16193712,Brazil,Minas Gerais,Diamantina,Rodovia Diamantina-Conselheiro Mata (MG 220).,1268,,meters,18,18,09.52 S,43,49,40.60 W,"Cota, M. M. T.","L. P. Canuto, P. Miyagawa, C. S. Paula & A. L. Braga",817,,2 - February,24,2015,,,,R0000509.JPG,NYBG 2707785,Chamaecrista bracteolata,395d2158-e3ba-4e63-b7fa-95dedcde1b69
16193713,Brazil,Minas Gerais,,"Buenópolis: Parque Nacional das Sempre Vivas. Entrada do distrito de Macacos, trilha próximo ao rio Jequitaí, na divisa com a cidade de Bocaiúva.",1304,,meters,17,54,34.7 S,43,49,14.7 W,"Cota, M. M. T.",P.M. Gonella & C.M. Siniscalchi,754,,9 - September,3,2014,,,,R0000569.JPG,NYBG 2707781,Chamaecrista hedysaroides,322944e7-2ab7-4558-8ee7-ccd0ab5df803
16193715,Brazil,Minas Gerais,,Sao Goncalo do Rio Preto: Parque Estadual do Rio Preto. Trilhe do alojamento até a area de camping. Cerrado,782,,meters,- 18,07,06 S,- 43,20,31 W,"Cota, M. M. T.","A.P.F. Fortuna-Perez, V.F. Mansano",683,,3 - March,26,2014,,,,R0000571.JPG,NYBG 2707780,Chamaecrista gumminans,32072adf-fad6-43e2-b7ab-f4311b22952a
16193716,Brazil,Minas Gerais,,Minas Gerais. Sao Goncalo do Rio Preto: Parque Estadual do Rio Preto. Trilha para as corredeiras. Campo rupestre com matas de galeria.,805,,meters,18,08,02 S,43,20,04 W,"Cota, M. M. T.","A. P. F. Fortuna-Perez, V. F. Mansano et al.",700,,3 - March,28,2014,,,,R0000613.JPG,NYBG 2707779,Chamaecrista olesiphylla,30dcac3e-8191-457d-9028-cb1e7167bcc3
16193717,Brazil,Minas Gerais,Diamantina,"Km 166 da Rodovia Diamantina-Conselheiro Mata (MG 220), 26,6 km do entroncamento com a rodovia Gouveia-Diamantina (BR 367). Próximo à torre de transmissão de entergia.",1252,,meters,18,18,34.4 S,43,52,58.1 W,"Cota, M. M. T.",J. Lovo & R. Mello-Silva,653,,1 - January,11,2014,,,,R0000606.JPG,NYBG 2707777,Chamaecrista neesiana,2f99911a-c380-4af6-b400-f19de4521b04
16193718,Brazil,Minas Gerais,,"Congonhas do Norte: Serra Talhada. Fazenda Vereda do Cambota, alto da Serra do João Camilo, 6,8 km sudoeste da estrada Congonhas do Norte-Gouveia, entrada a 3,7 km noroeste de Congonhas do Norte.",1333,,meters,18,48,39 S,43,45,09 W,"Lovo, J.","J. R. Pirani, K. B. Lepis, M. F. A. Calió, R. Mello-Silva & R. Riina",18,,1 - January,19,2004,,,,R0000518.JPG,NYBG 2707148,Chamaecrista catapodia,3a56fc48-b0a9-4385-bbd4-000622e99d8b
16193720,Brazil,Minas Gerais,,Couto Magalhães: Chapada do Couto.,2,"2,5",meters,,,,,,,"Giulietti, A. M.","R. M. Harley, M. G. Wanderley, E. Varanda & A. Furlan",4630,CFCR4630,7 - July,17,1984,,,,R0000601.JPG,NYBG 2707147,Chamaecrista monticola,2e9d49fe-6d7d-4781-9bcd-6d7a77fc4d45
16193721,Cameroon,Littoral,Nkam,"Ebo Proposed National Park. Along the road from Djoukou (along the old Douala-Yaoundé road) to Yabassi, 3 km on a side road to Yingi.",100,,meters,4,19,26.3 N,10,4,18.5 E,"van der Burgt, X. M.","Maria Alvarez, Helen Pickering, Bathelemy Tchiengue, Eric Ngansop",1889,,10 - October,10,2015,,,,R0000986.JPG,NYBG 2705523,Hymenostegia neoaubrevillei,7c229915-aa9e-4241-b8a1-8e0071a62add
16193722,Colombia,Caquetá,Solano,"Región Araracuara, sector Chiribiquete. Rio Yari, chorro La Gamitana.",130,,meters,0,14,38 S,72,25,45 W,"Castro, Francisco",,11016,,12 - December,7,2010,,,,R0001049.JPG,NYBG 2694522,Macrolobium limbatum,80b6d90c-d61c-47b0-ab19-6a5ba163d8da
16193723,Colombia,Caquetá,Solano,"Municipio de Solano, region Araracuara, sector Chiribiquete. Rebalse del rio Yari La Gamitana",160,,meters,- 0,13,32 S,- 72,24,12 W,"Castro, Francisco",,11284,,12 - December,10,2010,,,,R0000484.JPG,NYBG 2694503,Chamaecrista apoucouita,40ea7da8-da19-45ce-a418-7d6cffa4f73a
16193724,Thailand,Phrae,,Mae Yom NP.,207,,meters,18,37,35,100,9,43,"Egan, A. N.","Clark, R. P., Sirimongkol, S., Jumruschay, T.",0773,13-0773,11 - November,2,2013,,,,R0001152.JPG,NYBG 2693365,Pterolobium integrum,866a1f7e-ed2f-4f43-894f-d93c05b79b76
16193726,Brazil,Pernambuco,Buíque,"Brejos de Altitude de Pernambuco. Municipio: Buique, Fazenda Laranjeiras - vegetaçao arbustiva densa, solo areno esbanquiçado a alanrajado. Topo da serra.",799,,meters,"8037'30"" S",8037,30 S,37,009 S,15,"Laurênio, A.","A. P. S. Gomes, M. Tschá",361,,3 - March,9,1996,,,,R0000360.JPG,NYBG 2687016,Caesalpinia microphylla,496eae5a-c0b0-4468-97c1-3738edf20c2d
16193727,Myanmar,,,"Ngawchang Valley, near Black Rock.",4000,5000,feet,,,,,,,"Kingdon-Ward, F.",,356,,2 - February,28,1939,,,,R0000376.JPG,NYBG 2650116,Caesalpinia cucullata,42f17113-4623-40ab-918e-3f3095d8b943
16193728,Myanmar,Kachin,,Vernay-Cutting Expedition to North Burma. Nmai Hka Valley,600,,feet,,,,,,,"Kingdon-Ward, F.",,501,,4 - April,8,1939,,,,R0000199.JPG,NYBG 2650094,Bauhinia pottingeri,5c63fe62-d192-450e-9997-0b5ffc92cd5f
16193729,Gabon,Ogooué-Ivindo,,"Lopé Forest Reserve, Lop pellegrinii plot/ Tsetjse loup.",,,,0,09 S,,11,37 E,,"Leal, M. E.",,50,,4 - April,8,1998,,,,R0000999.JPG,NYBG 2578751,Julbernardia brieyi,7a571b8f-69f5-4fed-83c0-b43003fba412
16193731,Puerto Rico,Salinas,,"Salinas. Camp Santiago. National Guard Training Area; Bravo sector; along dry bed or [of] Rio Jueyes, 10 m N of bridge by Rio Jueyes gate.",80,,meters,18,01,09 N,66,19,51 W,"Acevedo-Rodriguez, P.",J. Knight,15549,,5 - May,15,2013,,,,R0000065.JPG,NYBG 2532355,Bauhinia monandra,6a5ddf9e-0b61-4ddb-b1a4-770727d0b0ed
16193732,Bahamas,Cat Island,,"Cat Island. Old Bight, found on the east side of the main road, near the PLP building painted like a Bahamian flag.",,,,24,13,52 N,75,23,03 W,"Richey, Laurel R.",,774,99-774,11 - November,16,1999,,,,R0000334.JPG,NYBG 2501878,Caesalpinia bahamensis,4ca996da-bedb-4259-a94e-f1155e71d5c7
16193733,China,Shandong,Ningyang,Nanshan Ningyang Co.,300,,meters,,,,,,,"Guo, Cheng Yong",,051354,,9 - September,24,2005,,,,R0000428.JPG,NYBG 2449493,Senna tora,44b7cc68-dfe5-4bc3-8f50-075edeb7a16d
16193734,United States of America,Texas,Parker,Ca. 4.3-4.4 airmiles SSW of jct. St. Rt. 5 and F. M. 1187 at Aledo. NW part of Bear Creek Unit of Dixon Ranch. Anneta Quadrangle.,1060,1070,feet,32,37,41.9 N,097,38,18.4 W,"Carr, W. R.",,28018,,6 - June,1,2009,,,,R0001231.JPG,NYBG 2423859,Senna roemeriana,8d079cf9-2445-4035-8ed8-09306ef6f385
16193737,Gabon,Ogooué-Lolo,,"c. 40 km ENE of Lastoursville, 16 km on forestry road from Bambidie heading N. Roadside, herbaceous vegetation in forest area.",395,,meters,- 0,37.78 S,,12,59.66 E,,"Wieringa, J. J.","P.H. Hoekstra, R. Niangadouma & J.-N. Boussiengui",6146,,1 - January,25,2008,,,,R0000678.JPG,NYBG 2330995,Chamaecrista kirkii,1e19a72d-5aa5-467d-9a60-76b485c3f46f
16193738,China,Yunnan,,"Yunnan Province, Zhongdian Xian (Xianggelila Xian); Zhongdian Donghuang Lu, at Jiangbian Xincun Yongke; slopes along Jinsha Jiang at downstream mouth of Hutiaoxia (Tiger Leaping Gorge).",1800,2000,meters,27,19,0 N,100,12,41 E,"Boufford, D. E.","L. Y. Chen, X. H. Li & J. R. Shevock",42107,,7 - July,20,2010,,,,R0000173.JPG,NYBG 2104390,Bauhinia bohniana,5f9da110-926d-46ce-9841-e1c98ed58108
16193739,Dominican Republic,,,"Prov. San Cristobal, 1.5 km al N de Nizao, en la cima de Loma Santana.",100,,meters,18,16 N,,70,10 W,,"Garcia, R.",T. Montilla & H. Loren,6381,,Not Shown,Not Shown,Not Shown,,,,R0001169.JPG,NYBG 1561202,Caesalpinia pellucida,93af801b-a601-420c-8c84-1a13341eda4c
16193740,Cuba,Holguín,Banes,2-3 km from Cañadon to Guardalavaca.,120,,meters,21,05 N,,- 75,47 W,,"Lewis, G. P.","M. Lavin, A. López et al.",1845,,7 - July,9,1990,,,,R0001168.JPG,NYBG 1561197,Caesalpinia myabensis,93cb0764-1a40-4cf8-9616-53deaab3d9f9
16193741,Dominican Republic,Pedernales,,Cabo Rojo.,,,,,,,,,,"Votava, Frank",Alain H. Liogier,55,55X,2 - February,Not Shown,1971,,,,R0001166.JPG,NYBG 1561186,Caesalpinia glandulosa,93f81f0c-d925-45ed-aed7-4bbd337a3d98
16193743,Dominican Republic,San Cristóbal,Cambita Garabitos,"San Cristóbal, Cambita Garabitas, El Cajón de la Colonia, 2 km up side road located before church headed to El Guineo.",~796,,meters,18,28,27.3 N,70,14,8.6 W,"Ososki, A.",J. Saborío,458,,5 - May,31,2001,,,,R0001099.JPG,NYBG 1561041,Mora abbottii,8504f561-2650-49f4-be7d-ea3befdc7a8b
16193744,Dominican Republic,Pedernales,,"Loma El Guano; 10.7 km al E del Cruce de Cabo Rojo y Pedernales, en la orilla de la carretera hacia Oviedo. [map]",250,,meters,17,56 N,,71,35 O,,"Garcia, R.",P. Maas & H. Maas,6377,,5 - May,21,1996,,,,R0000931.JPG,NYBG 1515084,Caesalpinia sphaerosperma,9648ec3f-e19a-4b7b-835c-b811a5335c19
16193745,Dominican Republic,Azua,,"10 km al Sur Hatillo, carretera Hatillo hacia Palmar de Ocoa.",40,,meters,18,13,25 N,070,28,54 W,"Acevedo-Rdgz., P.",A. Siaca & R. García,8522,,9 - September,22,1996,,,,R0000336.JPG,NYBG 1515075,Caesalpinia buchii,4c823ba7-6d94-4cc7-ab38-951145f632bf
16193746,Grenada,Saint George,,"Hope, garden in town.",,,,12,06,,- 61,42,,"Hawthorne, W. D.","Cable, S. & Jules, D.",628,,6 - June,22,2001,,,,R0000792.JPG,NYBG 1514859,Delonix regia,2bd8e8e3-8743-4ad8-9190-8e46f3d350af
16193748,Grenada,,,"Perseverence, Dove Sanctuary.",,,,12,06 N,,61,44 W,,"Hawthorne, W. D.","Jules, D.",1000,,12 - December,8,2002,,,,R0000727.JPG,NYBG 1514839,Crudia glaberrima,200f5e4b-946c-48ee-ae57-aee7aa3d931f
16193749,Cuba,Holguín,Frank País,Cananova.,80,,meters,75,06 W,,20,38 N,,"Lewis, G. P.","R. Allkin, A. López et al.",1842,,7 - July,8,1990,,,,R0000341.JPG,NYBG 1514638,Caesalpinia nipensis,4bb1da9a-0c49-479e-8395-1d8c269d997d
16193750,Dominican Republic,Altagracia,,Reserva del Este.,0,,meters,18,19,58.4394 N,68,48,42.48 W,"Acevedo-Rdgz., P.",R. Garcia & S. Marten,14062,,5 - May,27,2004,,,,R0000338.JPG,NYBG 1514634,Caesalpinia domingensis,4c626904-b2aa-48e6-a3bb-f23ed102f831
16193752,Dominican Republic,,,3 km. antes de Vallejuelo. [map],"2,5",3,meters,,,,,,,"Mejía, M.",,156,,3 - March,7,1980,,,,R0000337.JPG,NYBG 1514622,Caesalpinia decapetala,4c717011-5532-40ee-b586-c92f5e546e01
16193753,Dominican Republic,Barahona,,"Sierra Martín García; 6-7km. aprox. entrando hacía el nordeste, un km. antes de llegar a las Salinas; en un camino que llega a Barrero. [map]",400,450,meters,18,21 N,,71,4.5 O,,"Garcia, R.","J. Pimentel, G. Caminero",620,,10 - October,31,1985,,,,R0000335.JPG,NYBG 1514566,Caesalpinia barahonensis,4ca39f9f-5f22-4b38-adc8-d1d89654be81
16193755,Grenada,,,"Grenada, B.W.I.",,,,,,,,,,"Croizat, L.",,,,7 - July,15,1956,7 - July,25,1956,R0000078.JPG,NYBG 1514275,Bauhinia bauhinioides,6979811b-9af8-4722-9e8b-d3b6ad85947e
16193756,United States of America,Arizona,Yavapai,"2 miles North of Camp Verde, along road to Montezuma Castle.",1000,,meters,34.6048,,,111.8571,,,"Thornburg, David",,145,,5 - May,19,2010,,,,R0000284.JPG,NYBG 1260145,Hoffmannseggia drepanocarpa,51b50d13-2224-42b2-be83-ca8be2294c89
